filename,width,height,class,xmin,ymin,xmax,ymax
apple_1.jpg,349,349,apple,0.022922636103151862,0.04297994269340974,0.9484240687679083,1.0
apple_10.jpg,1500,1500,apple,0.037333333333333336,0.066,0.942,0.946
apple_11.jpg,652,436,apple,0.3266871165644172,0.07568807339449542,0.7039877300613497,0.591743119266055
apple_11.jpg,652,436,apple,0.0015337423312883436,0.06880733944954129,0.2883435582822086,0.6422018348623854
apple_11.jpg,652,436,apple,0.17791411042944785,0.011467889908256881,0.5168711656441718,0.5045871559633027
apple_12.jpg,450,428,apple,0.09555555555555556,0.04906542056074766,0.7777777777777778,0.8247663551401869
apple_13.jpg,800,800,apple,0.51875,0.32625,0.9,0.70875
apple_13.jpg,800,800,apple,0.13125,0.5325,0.49125,0.86375
apple_13.jpg,800,800,apple,0.2425,0.3625,0.59625,0.68125
apple_14.jpg,960,640,apple,0.33125,0.228125,0.7083333333333334,0.7984375
apple_15.jpg,1400,1046,apple,0.4592857142857143,0.3479923518164436,0.9971428571428571,1.0
apple_16.jpg,333,300,apple,0.042042042042042045,0.14666666666666667,0.8108108108108109,1.0
apple_17.jpg,700,800,apple,0.16142857142857142,0.3225,0.8328571428571429,0.875
apple_18.jpg,610,458,apple,0.2360655737704918,0.29694323144104806,0.7704918032786885,0.8973799126637555
apple_19.jpg,1600,1200,apple,0.09875,0.09666666666666666,0.79,0.9525
apple_2.jpg,250,250,apple,0.148,0.208,0.82,0.888
apple_20.jpg,500,500,apple,0.046,0.11,0.916,0.994
apple_21.jpg,640,426,apple,0.1515625,0.2981220657276995,0.540625,0.8896713615023474
apple_21.jpg,640,426,apple,0.490625,0.26291079812206575,0.928125,0.903755868544601
apple_22.jpg,693,693,apple,0.19624819624819625,0.28715728715728717,0.8210678210678211,0.9062049062049062
apple_23.jpg,500,500,apple,0.294,0.436,0.672,0.824
apple_23.jpg,500,500,apple,0.198,0.262,0.528,0.632
apple_23.jpg,500,500,apple,0.47,0.284,0.808,0.648
apple_24.jpg,1132,1696,apple,0.09717314487632508,0.43042452830188677,0.8065371024734982,0.9145047169811321
apple_24.jpg,1132,1696,apple,0.0008833922261484099,0.0005896226415094339,0.35954063604240283,0.36379716981132076
apple_24.jpg,1132,1696,apple,0.09187279151943463,0.0023584905660377358,0.5512367491166078,0.3284198113207547
apple_25.jpg,350,241,apple,0.47714285714285715,0.12033195020746888,0.9885714285714285,0.8340248962655602
apple_26.jpg,350,241,apple,0.35714285714285715,0.24066390041493776,0.8628571428571429,0.91701244813278
apple_27.jpg,700,350,apple,0.07285714285714286,0.008571428571428572,0.5914285714285714,1.0
apple_28.jpg,300,300,apple,0.08333333333333333,0.14,0.9166666666666666,0.99
apple_29.jpg,250,250,apple,0.172,0.268,0.88,0.936
apple_3.jpg,1000,708,apple,0.584,0.6186440677966102,0.867,1.0
apple_3.jpg,1000,708,apple,0.492,0.19915254237288135,0.74,0.556497175141243
apple_3.jpg,1000,708,apple,0.176,0.2810734463276836,0.49,0.6581920903954802
apple_3.jpg,1000,708,apple,0.367,0.02401129943502825,0.619,0.3389830508474576
apple_3.jpg,1000,708,apple,0.642,0.04943502824858757,0.907,0.3799435028248588
apple_30.jpg,800,800,apple,0.3175,0.20375,0.7275,0.60875
apple_30.jpg,800,800,apple,0.27125,0.56,0.66875,0.89125
apple_30.jpg,800,800,apple,0.75375,0.5875,1.0,0.895
apple_30.jpg,800,800,apple,0.585,0.22375,0.90875,0.58375
apple_30.jpg,800,800,apple,0.00125,0.07875,0.385,0.5175
apple_31.jpg,780,439,apple,0.38974358974358975,0.23917995444191345,0.9910256410256411,1.0
apple_31.jpg,780,439,apple,0.0038461538461538464,0.09111617312072894,0.6089743589743589,1.0
apple_32.jpg,1320,947,apple,0.41893939393939394,0.12671594508975711,0.9333333333333333,0.9165786694825766
apple_33.jpg,800,797,apple,0.11375,0.11543287327478043,0.8875,0.8858218318695107
apple_35.jpg,298,450,apple,0.14429530201342283,0.3,0.7348993288590604,0.72
apple_36.jpg,166,171,apple,0.04819277108433735,0.09941520467836257,0.9337349397590361,0.9415204678362573
apple_37.jpg,389,352,apple,0.09254498714652956,0.13636363636363635,0.8303341902313625,0.9488636363636364
apple_38.jpg,1300,1390,apple,0.02923076923076923,0.13597122302158274,0.7823076923076923,0.8517985611510791
apple_39.jpg,1366,768,apple,0.14348462664714495,0.4127604166666667,0.42093704245973645,0.8671875
apple_4.jpg,351,240,apple,0.4017094017094017,0.14583333333333334,0.8974358974358975,0.875
apple_4.jpg,351,240,apple,0.05128205128205128,0.09166666666666666,0.47863247863247865,0.7916666666666666
apple_40.jpg,620,387,apple,0.3258064516129032,0.09560723514211886,0.7580645161290323,0.8113695090439277
apple_41.jpg,338,287,apple,0.4260355029585799,0.1916376306620209,0.9970414201183432,0.8954703832752613
apple_42.jpg,500,500,apple,0.078,0.11,0.89,0.948
apple_43.jpg,720,720,apple,0.2833333333333333,0.21388888888888888,0.8666666666666667,0.8277777777777777
apple_44.jpg,337,335,apple,0.06231454005934718,0.08059701492537313,0.9465875370919882,0.9402985074626866
apple_45.jpg,602,452,apple,0.05647840531561462,0.21017699115044247,0.5963455149501661,0.9380530973451328
apple_45.jpg,602,452,apple,0.5049833887043189,0.13716814159292035,0.9551495016611296,0.7809734513274337
apple_46.jpg,800,600,apple,0.64375,0.42833333333333334,0.935,0.8733333333333333
apple_46.jpg,800,600,apple,0.42375,0.575,0.7225,0.9483333333333334
apple_46.jpg,800,600,apple,0.0125,0.3983333333333333,0.2675,0.785
apple_46.jpg,800,600,apple,0.24125,0.31833333333333336,0.52875,0.6766666666666666
apple_46.jpg,800,600,apple,0.5525,0.29333333333333333,0.79375,0.545
apple_46.jpg,800,600,apple,0.37625,0.03666666666666667,0.66625,0.36
apple_46.jpg,800,600,apple,0.66875,0.09166666666666666,0.875,0.36666666666666664
apple_47.jpg,960,641,apple,0.05625,0.11232449297971919,0.6291666666666667,0.9734789391575663
apple_47.jpg,960,641,apple,0.46458333333333335,0.12168486739469579,0.9239583333333333,0.8517940717628705
apple_47.jpg,960,641,apple,0.7114583333333333,0.1372854914196568,1.0,0.7597503900156006
apple_48.jpg,960,640,apple,0.13854166666666667,0.2703125,0.5791666666666667,0.9296875
apple_48.jpg,960,640,apple,0.41770833333333335,0.1796875,0.7552083333333334,0.6890625
apple_49.jpg,271,300,apple,0.055350553505535055,0.29,0.940959409594096,0.97
apple_5.jpg,620,350,apple,0.10967741935483871,0.46,0.3016129032258065,0.7885714285714286
apple_5.jpg,620,350,apple,0.33548387096774196,0.5171428571428571,0.5467741935483871,0.8742857142857143
apple_5.jpg,620,350,apple,0.4258064516129032,0.18285714285714286,0.5967741935483871,0.4542857142857143
apple_5.jpg,620,350,apple,0.5338709677419354,0.002857142857142857,0.7516129032258064,0.3
apple_5.jpg,620,350,apple,0.6774193548387096,0.13142857142857142,0.8725806451612903,0.46285714285714286
apple_5.jpg,620,350,apple,0.5225806451612903,0.29714285714285715,0.7064516129032258,0.6028571428571429
apple_50.jpg,300,227,apple,0.49,0.19823788546255505,0.96,0.8898678414096917
apple_50.jpg,300,227,apple,0.15333333333333332,0.1762114537444934,0.49333333333333335,0.6563876651982379
apple_50.jpg,300,227,apple,0.2866666666666667,0.47577092511013214,0.6566666666666666,0.9559471365638766
apple_51.jpg,260,295,apple,0.16538461538461538,0.2305084745762712,0.8807692307692307,0.847457627118644
apple_52.jpg,468,450,apple,0.27564102564102566,0.16,0.5790598290598291,0.4822222222222222
apple_52.jpg,468,450,apple,0.46794871794871795,0.43333333333333335,0.7286324786324786,0.7022222222222222
apple_52.jpg,468,450,apple,0.3888888888888889,0.6911111111111111,0.7136752136752137,0.9666666666666667
apple_52.jpg,468,450,apple,0.002136752136752137,0.4022222222222222,0.35683760683760685,0.7511111111111111
apple_52.jpg,468,450,apple,0.6602564102564102,0.22444444444444445,0.8717948717948718,0.42444444444444446
apple_52.jpg,468,450,apple,0.8055555555555556,0.5511111111111111,0.9636752136752137,0.7177777777777777
apple_52.jpg,468,450,apple,0.8589743589743589,0.1711111111111111,0.9893162393162394,0.30666666666666664
apple_52.jpg,468,450,apple,0.844017094017094,0.3377777777777778,0.9829059829059829,0.4866666666666667
apple_53.jpg,300,261,apple,0.15,0.20306513409961685,0.84,1.0
apple_54.jpg,1023,936,apple,0.08504398826979472,0.2831196581196581,0.678396871945259,0.9273504273504274
apple_55.jpg,350,232,apple,0.11714285714285715,0.28879310344827586,0.43142857142857144,0.7629310344827587
apple_55.jpg,350,232,apple,0.33714285714285713,0.1724137931034483,0.6257142857142857,0.5818965517241379
apple_55.jpg,350,232,apple,0.6371428571428571,0.22844827586206898,0.9342857142857143,0.7068965517241379
apple_56.jpg,1200,900,apple,0.29083333333333333,0.25222222222222224,0.7175,0.8711111111111111
apple_57.jpg,800,533,apple,0.1825,0.01125703564727955,0.8125,1.0
apple_58.jpg,720,810,apple,0.23194444444444445,0.4123456790123457,0.9041666666666667,1.0
apple_58.jpg,720,810,apple,0.001388888888888889,0.16296296296296298,0.5111111111111111,0.7469135802469136
apple_59.jpg,1600,1135,apple,0.18125,0.09779735682819383,0.586875,0.7180616740088106
apple_6.jpg,950,587,apple,0.1463157894736842,0.21294718909710392,0.46421052631578946,0.747870528109029
